vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment,review_comment
(CVE-2025-15281|CVE-2026-0861|CVE-2026-0915|CVE-2026-4046|CVE-2026-4437|CVE-2026-4438|CVE-2026-5435|CVE-2026-5450|CVE-2026-5928|CVE-2026-6238|CVE-2026-6368|CVE-2026-6791),True,glibc,2.42-84,,,,Fixed by the actual Nixpkgs 2.42-master.patch in glibc 2.42-84; release-only NVD/CNA ranges miss the stable backport. This does not exempt the unpatched bootstrap glibc 2.42. https://github.com/NixOS/nixpkgs/blob/d2f67949798825fe853f7c5d0492b8bf016d3f88/pkgs/development/libraries/glibc/common.nix,"CVE-2026-6791: CNA: 2.0 to <=2.43 (affected). NVD: no usable upstream CPE range in retrieved record. Nixpkgs: PR 554216: https://github.com/NixOS/nixpkgs/pull/554216 (merged); PR 553328: https://github.com/NixOS/nixpkgs/pull/553328 (merged); issue 551398: https://github.com/NixOS/nixpkgs/issues/551398 (open). CVE-2026-6368: CNA: 1.93-260 to <2.43 (affected). NVD: no usable upstream CPE range in retrieved record. Nixpkgs: PR 554216: https://github.com/NixOS/nixpkgs/pull/554216 (merged); PR 553328: https://github.com/NixOS/nixpkgs/pull/553328 (merged); issue 551399: https://github.com/NixOS/nixpkgs/issues/551399 (open). CVE-2026-6238: CNA: 2.0.1 to <=2.43 (affected). NVD: glibc: >= 2.2. Nixpkgs: PR 540777: https://github.com/NixOS/nixpkgs/pull/540777 (merged); PR 537324: https://github.com/NixOS/nixpkgs/pull/537324 (merged); issue 514679: https://github.com/NixOS/nixpkgs/issues/514679 (closed). CVE-2026-5928: CNA: 2.1.1-89 to <=2.43 (affected). NVD: glibc: <= 2.43. Nixpkgs: PR 523468: https://github.com/NixOS/nixpkgs/pull/523468 (merged); issue 512406: https://github.com/NixOS/nixpkgs/issues/512406 (closed). CVE-2026-5450: CNA: 2.7 to <* (affected). NVD: glibc: >= 2.7, <= 2.43. Nixpkgs: PR 523468: https://github.com/NixOS/nixpkgs/pull/523468 (merged); issue 512409: https://github.com/NixOS/nixpkgs/issues/512409 (closed). CVE-2026-5435: CNA: 2.2 to <=* (affected). NVD: glibc: >= 2.2. Nixpkgs: PR 540777: https://github.com/NixOS/nixpkgs/pull/540777 (merged); PR 537324: https://github.com/NixOS/nixpkgs/pull/537324 (merged); issue 514680: https://github.com/NixOS/nixpkgs/issues/514680 (closed). CVE-2026-4438: CNA: 2.34 to <=2.43 (affected). NVD: glibc: >= 2.34, <= 2.43. Nixpkgs: PR 506517: https://github.com/NixOS/nixpkgs/pull/506517 (merged); issue 502536: https://github.com/NixOS/nixpkgs/issues/502536 (closed). CVE-2026-4437: CNA: 2.34 to <=2.43 (affected). NVD: glibc: >= 2.34, <= 2.43. Nixpkgs: PR 506517: https://github.com/NixOS/nixpkgs/pull/506517 (merged); PR 505427: https://github.com/NixOS/nixpkgs/pull/505427 (merged); PR 503779: https://github.com/NixOS/nixpkgs/pull/503779 (merged). CVE-2026-4046: CNA: 2.3.3 to <=2.43 (affected). NVD: glibc: <= 2.43. CVE-2026-0915: CNA: 2.0 to <=2.42 (affected). NVD: glibc: >= 2.0, <= 2.42. Nixpkgs: issue 481070: https://github.com/NixOS/nixpkgs/issues/481070 (closed); PR 480968: https://github.com/NixOS/nixpkgs/pull/480968 (merged); PR 480822: https://github.com/NixOS/nixpkgs/pull/480822 (merged). CVE-2026-0861: CNA: 2.30 to <=2.42 (affected). NVD: glibc: >= 2.30, <= 2.42. Nixpkgs: PR 480968: https://github.com/NixOS/nixpkgs/pull/480968 (merged); PR 480822: https://github.com/NixOS/nixpkgs/pull/480822 (merged); issue 480802: https://github.com/NixOS/nixpkgs/issues/480802 (closed). CVE-2025-15281: CNA: 2.0 to <=2.42 (affected). NVD: glibc: >= 2.0, < 2.43. Nixpkgs: PR 482623: https://github.com/NixOS/nixpkgs/pull/482623 (merged); PR 482621: https://github.com/NixOS/nixpkgs/pull/482621 (merged); issue 482394: https://github.com/NixOS/nixpkgs/issues/482394 (closed). Inspected /nix/store/f3xrdrys50y52ij1vg5lk6qdqpvqmf9r-2.42-master.patch; sourceware bugs 34033 and 34069 identify the 5435/6238 fixes, including the complete follow-up."
CVE-2025-8058,True,glibc,2.42-84,,,,The affected upstream range ends at 2.41; glibc 2.42 already contains the fix. https://www.cve.org/CVERecord?id=CVE-2025-8058,CVE-2025-8058: CNA: 2.4 to <2.42 (affected). NVD: no usable upstream CPE range in retrieved record. Nixpkgs: PR 428162: https://github.com/NixOS/nixpkgs/pull/428162 (merged); PR 428072: https://github.com/NixOS/nixpkgs/pull/428072 (merged).
CVE-2019-1010022,True,glibc,2.42-84,,,,"Upstream disputes the security classification: this is a hardening/mitigation limitation, not a standalone glibc vulnerability. Suppressed as disputed, not as patched. https://sourceware.org/bugzilla/show_bug.cgi?id=22850",CVE-2019-1010022: CNA: current (At least as of 2018-02-16) (affected). NVD: glibc: no numeric bound.
CVE-2019-1010023,True,glibc,2.42-84,,,,"Upstream disputes the security classification: this is a hardening/mitigation limitation, not a standalone glibc vulnerability. Suppressed as disputed, not as patched. https://sourceware.org/bugzilla/show_bug.cgi?id=22851",CVE-2019-1010023: CNA: current (At least as of 2018-02-16) (affected). NVD: glibc: no numeric bound.
CVE-2019-1010024,True,glibc,2.42-84,,,,"Upstream disputes the security classification: this is a hardening/mitigation limitation, not a standalone glibc vulnerability. Suppressed as disputed, not as patched. https://sourceware.org/bugzilla/show_bug.cgi?id=22852",CVE-2019-1010024: CNA: current (At least as of 2018-02-16) (affected). NVD: glibc: no numeric bound.
CVE-2019-1010025,True,glibc,2.42-84,,,,"Upstream disputes the security classification: this is a hardening/mitigation limitation, not a standalone glibc vulnerability. Suppressed as disputed, not as patched. https://sourceware.org/bugzilla/show_bug.cgi?id=22853",CVE-2019-1010025: CNA: current (At least as of 2018-02-16) (affected). NVD: glibc: no numeric bound.
CVE-2013-4577,True,grub,2.14,,,,The advisory concerns a Debian-specific grub-mkconfig permissions patch. The scanned upstream GRUB derivation does not carry it; NixOS generates its configuration with install-grub.pl. https://github.com/NixOS/nixpkgs/blob/c043004d1c6985732bcc1cbc5a9c9aecbbb4e0f0/nixos/modules/system/boot/loader/grub/install-grub.pl,CVE-2013-4577: CNA: n/a (affected). NVD: grub: no numeric bound.
CVE-2026-12892,True,gstreamer,1.28.6,,,,Fixed in 1.28.5 according to the GStreamer security advisory; the scanned release includes the fix. NVD has an unbounded or inclusive upper bound. https://gstreamer.freedesktop.org/security/sa-2026-0047.html,CVE-2026-12892: CNA: vendor-specific or unspecified upstream bounds. NVD: gstreamer: no numeric bound.
CVE-2026-12891,True,gstreamer,1.28.6,,,,Fixed in 1.28.5 according to the GStreamer security advisory; the scanned release includes the fix. NVD has an unbounded or inclusive upper bound. https://gstreamer.freedesktop.org/security/sa-2026-0048.html,CVE-2026-12891: CNA: vendor-specific or unspecified upstream bounds. NVD: gstreamer: no numeric bound.
CVE-2026-73433,True,gstreamer,1.28.6,,,,Fixed in 1.28.6 according to the GStreamer security advisory; the scanned release includes the fix. NVD has an unbounded or inclusive upper bound. https://gstreamer.freedesktop.org/security/sa-2026-0072.html,CVE-2026-73433: CNA: 0 to <1.28.6 (affected). NVD: gstreamer: <= 1.28.6.
CVE-2024-9453,True,jenkins,2.568.3,,,,"Package collision: the affected component is openshift-sync-plugin before 1.1.0.818.v3883b_3b_df89a_, not Jenkins core. The derivation packages upstream jenkins.war and the repository plugin manifest has no openshift-sync plugin. https://github.com/tiiuae/ghaf-infra/blob/8fb6cb886b5f9d8000c092dd18a7dd301f8e7cbc/hosts/hetzci/plugins.json",CVE-2024-9453: CNA: 0 to <1.1.0.818.v3883b_3b_df89a_ (affected). NVD: jenkins: no numeric bound.
(CVE-2013-6393|CVE-2014-2525),True,libyaml,0.1.4,,,,Package collision: Haskell libyaml 0.1.4 uses libyaml-clib 0.2.5. These CVEs affect the C library before 0.1.5 and 0.1.6 respectively. https://github.com/NixOS/nixpkgs/blob/d2f67949798825fe853f7c5d0492b8bf016d3f88/pkgs/development/haskell-modules/hackage-packages.nix#L433056,CVE-2014-2525: CNA: n/a (affected). NVD: libyaml: <= 0.1.5; libyaml: 0.0.1; libyaml: 0.1.1 (additional branches in record). CVE-2013-6393: CNA: n/a (affected). NVD: libyaml: <= 0.1.4; libyaml: 0.0.1; libyaml: 0.1.1 (additional branches in record). Nixpkgs: PR 1658: https://github.com/NixOS/nixpkgs/pull/1658 (closed). Verified libyaml-clib-0.2.5 input of garpcqy7gb95955z4fz4pkbxzph84c8w-libyaml-0.1.4.drv.
CVE-2026-64070,True,linux,6.18.48,,,,Affected source is PowerPC-specific. All four scanned hosts use x86_64 or aarch64; this code is not compiled. Reassess when adding architectures. https://www.cve.org/CVERecord?id=CVE-2026-64070,"CVE-2026-64070: Linux CNA: 6.18.49 to <=6.18.* (unaffected). Files: arch/powerpc/perf/hv-gpci.c. NVD: linux_kernel: >= 6.6, < 6.6.156; linux_kernel: >= 6.7, < 6.12.108; linux_kernel: >= 6.13, < 6.18.49 (additional branches in record)."
CVE-2026-46298,True,linux,,(?:6\.18\.48|6\.18\.49),,,Affected source is PowerPC-specific. All four scanned hosts use x86_64 or aarch64; this code is not compiled. Reassess when adding architectures. https://www.cve.org/CVERecord?id=CVE-2026-46298,"CVE-2026-46298: Linux CNA: 6.18 (affected); 0 to <6.18 (unaffected). Files: arch/powerpc/platforms/pseries/papr-hvpipe.c. NVD: linux_kernel: >= 6.18, < 7.0.7; linux_kernel: 7.1."
CVE-2026-53108,True,linux,,(?:6\.18\.48|6\.18\.49),,,Affected source is PowerPC64-specific. All four scanned hosts use x86_64 or aarch64; this code is not compiled. Reassess when adding architectures. https://www.cve.org/CVERecord?id=CVE-2026-53108,"CVE-2026-53108: Linux CNA: 7.0.10 to <=7.0.* (unaffected); 7.1 to <=* (unaffected). Files: arch/powerpc/include/asm/book3s/64/pgtable.h, arch/powerpc/mm/book3s64/pgtable.c. NVD: linux_kernel: >= 5.8, < 7.0.10."
CVE-2026-64082,True,linux,,(?:6\.18\.48|6\.18\.49),,,Affected source is RISC-V-specific. All four scanned hosts use x86_64 or aarch64; this code is not compiled. Reassess when adding architectures. https://www.cve.org/CVERecord?id=CVE-2026-64082,"CVE-2026-64082: Linux CNA: 6.18.49 to <=6.18.* (unaffected). Files: arch/riscv/kernel/compat_signal.c, arch/riscv/kernel/ptrace.c. NVD: linux_kernel: >= 5.19, < 7.0.11; linux_kernel: 7.1."
CVE-2020-10742,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 3.16-rc1; Ubuntu records fix commit(s) 91f79c43d1b5. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2020-10742,CVE-2020-10742: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2017-1000255,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 4.14-rc5; Ubuntu records fix commit(s) 265e60a170d0, 044215d145a7. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2017-1000255",CVE-2017-1000255: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2020-8834,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 4.18-rc1; Ubuntu records fix commit(s) 7b0e827c6970, 009c872a8bc4, 6f597c6b63b6. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2020-8834",CVE-2020-8834: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2018-10840,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.18-rc1; Ubuntu records fix commit(s) 8a2b307c21d4. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2018-10840,CVE-2018-10840: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2018-10876,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.18-rc4; Ubuntu records fix commit(s) 8844618d8aa7. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2018-10876,CVE-2018-10876: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2018-10882,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.18-rc4; Ubuntu records fix commit(s) c37e9e013469. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2018-10882,CVE-2018-10882: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2018-10902,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.18-rc6; Ubuntu records fix commit(s) 39675f7a7c7e. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2018-10902,CVE-2018-10902: Linux CNA: 4.17.10 to <4.17.* (unaffected); 4.18 to <* (unaffected). NVD: linux_kernel: no numeric bound.
CVE-2018-14625,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.20-rc6; Ubuntu records fix commit(s) 834e772c8db0. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2018-14625,CVE-2018-14625: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2021-20265,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 4.5-rc3; Ubuntu records fix commit(s) fa0dc04df259. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2021-20265,CVE-2021-20265: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2019-3819,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.0-rc6; Ubuntu records fix commit(s) 13054abbaa4f. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2019-3819,CVE-2019-3819: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: >= 4.18.
CVE-2019-3887,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 5.1-rc4; Ubuntu records fix commit(s) acff78477b9b, c73f4c998e1f. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2019-3887",CVE-2019-3887: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: >= 4.16.
CVE-2020-27815,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.11-rc1; Ubuntu records fix commit(s) c61b3e483900. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2020-27815,"CVE-2020-27815: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: > 4.4.249; linux_kernel: >= 4.5, < 4.9.249; linux_kernel: >= 4.10, < 4.14.213 (additional branches in record)."
CVE-2021-20194,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 5.11-rc7; Ubuntu records fix commit(s) bb8b81e396f7, f4a2da755a7e. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2021-20194",CVE-2021-20194: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: > 5.2.
CVE-2022-2327,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.12-rc1; Ubuntu records fix commit(s) 44526bedc2ff. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2022-2327,CVE-2022-2327: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2021-3564,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.13-rc5; Ubuntu records fix commit(s) 6a137caec23a. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2021-3564,CVE-2021-3564: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: >= 3.13.
CVE-2022-0286,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.14-rc2; Ubuntu records fix commit(s) 105cd17a8660. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2022-0286,CVE-2022-0286: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2021-3759,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.15-rc1; Ubuntu records fix commit(s) 18319498fdd4. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2021-3759,CVE-2021-3759: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2020-16119,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.15-rc2; Ubuntu records fix commit(s) d9ea761fdd19. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2020-16119,CVE-2020-16119: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2020-1749,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.5-rc1; Ubuntu records fix commit(s) 6c8991f41546. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2020-1749,CVE-2020-1749: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2019-3016,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 5.6-rc1; Ubuntu records fix commit(s) 8c6de56a42e0. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2019-3016,CVE-2019-3016: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: >= 4.16; linux_kernel: 4.10.
CVE-2022-3629,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.0-rc1; Ubuntu records fix commit(s) 7e97cfed9929. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3629,CVE-2022-3629: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3633,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.0-rc1; Ubuntu records fix commit(s) 8c21c54a53ab. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3633,CVE-2022-3633: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3630,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.0-rc1; Ubuntu records fix commit(s) fb24771faf72. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2022-3630,CVE-2022-3630: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-2663,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 6.0-rc7; Ubuntu records fix commit(s) 0efe125cfb99, e8d5dfd1d874. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-2663",CVE-2022-2663: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-2308,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.0; Ubuntu records fix commit(s) 46f8a29272e5. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2022-2308,CVE-2022-2308: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3523,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 6.1-rc1; Ubuntu records fix commit(s) 16ce101db85d, 0dc45ca1ce18. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3523",CVE-2022-3523: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3621,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc1; Ubuntu records fix commit(s) 21a87d88c225. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3621,CVE-2022-3621: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3567,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc1; Ubuntu records fix commit(s) 364f997b5cfe. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3567,CVE-2022-3567: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3435,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc1; Ubuntu records fix commit(s) 61b91eb33a69. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3435,CVE-2022-3435: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3646,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc1; Ubuntu records fix commit(s) d0d51a97063d. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-3646,CVE-2022-3646: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-3619,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc4; Ubuntu records fix commit(s) 7c9524d92964. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/retired/CVE-2022-3619,CVE-2022-3619: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-42895,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.1-rc4; Ubuntu records fix commit(s) b1a2cd50c035. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-42895,CVE-2022-42895: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-1073,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.2-rc5; Ubuntu records fix commit(s) b12fece4c648. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-1073,CVE-2023-1073: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2022-4382,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.2-rc5; Ubuntu records fix commit(s) d18dcfe9860e. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2022-4382,CVE-2022-4382: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-1074,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.2-rc6; Ubuntu records fix commit(s) 458e279f861d. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-1074,CVE-2023-1074: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-1075,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.2-rc7; Ubuntu records fix commit(s) ffe2a2256244. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-1075,CVE-2023-1075: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-1076,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 6.3-rc1; Ubuntu records fix commit(s) a096ccca6e50, 66b2c338adce. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-1076",CVE-2023-1076: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-2898,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc1; Ubuntu records fix commit(s) d8189834d434. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-2898,CVE-2023-2898: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-39179,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc4; Ubuntu records fix commit(s) e202a1e8634b. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-39179,CVE-2023-39179: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-39180,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc4; Ubuntu records fix commit(s) e202a1e8634b. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-39180,CVE-2023-39180: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-39176,True,linux,,(?:6\.18\.48|6\.18\.49),,,"Already fixed upstream by 6.5-rc6; Ubuntu records fix commit(s) 5aa4fda5aa9c, 79ed288cef20. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-39176",CVE-2023-39176: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-4155,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc6; Ubuntu records fix commit(s) 7588dbcebcbf. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-4155,CVE-2023-4155: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-3772,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc7; Ubuntu records fix commit(s) 00374d9b6d9f. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-3772,CVE-2023-3772: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
CVE-2023-3773,True,linux,,(?:6\.18\.48|6\.18\.49),,,Already fixed upstream by 6.5-rc7; Ubuntu records fix commit(s) 5e2424708da7. Both scanned 6.18 kernels postdate the fix. https://git.launchpad.net/ubuntu-cve-tracker/plain/active/CVE-2023-3773,CVE-2023-3773: Linux CNA: no version-specific 6.18 fix recorded. NVD: linux_kernel: no numeric bound.
